"Invoice","Invoice Date","Invoice Type","Pay Method","Payment Flag","Invoice Amount"
7802458,19-APR-17 11:18:13,"PREPAYMENT","EFT",1,485.66
7802459,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,400
7802460,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,1027.6
7802461,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,6249.7
7802462,19-APR-17 11:18:13,"EXPENSE REPORT","CHECK",1,42.48
7802466,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,108.62
7802467,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,1221.74
7802470,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,185
7802471,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,542.28
7802472,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,3457.89
7802473,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,147.33
7802474,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,107.91
7802475,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,42.8
7802476,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,98.86
7802477,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,236.45
7802478,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,1554.25
7802479,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,107.09
7802480,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,325.17
7802481,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,400
7802482,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,59.54
7802483,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,1305
7802484,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,374.47
7802485,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,788.03
7802486,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,16.26
7802488,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,8022.24
7802489,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,67.92
7802490,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,257.19
7802491,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,61.77
7802492,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,396.82
7802493,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,205
7802494,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,519
7802495,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,650
7802496,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,440.4
7802497,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,605.13
7802498,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,800
7802499,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,460
7802501,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,122.86
7802503,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,1791.05
7802504,19-APR-17 11:18:13,"EXPENSE REPORT","EFT",1,640
7802436,19-APR-17 11:31:01,"STANDARD","CHECK",1,3156.05
7802437,19-APR-17 11:31:01,"STANDARD","CHECK",1,737.7
7802438,19-APR-17 11:31:01,"STANDARD","CHECK",1,82.2
7802439,19-APR-17 11:31:01,"STANDARD","CHECK",1,95.58
7802440,19-APR-17 11:31:01,"STANDARD","CHECK",1,315.4
7802441,19-APR-17 11:31:01,"STANDARD","CHECK",1,804.7
7802442,19-APR-17 11:31:01,"STANDARD","EFT",1,405.6
7802443,19-APR-17 11:31:01,"STANDARD","CHECK",1,428.14
7802444,19-APR-17 11:31:01,"STANDARD","EFT",1,1229.74
7802445,19-APR-17 11:31:01,"STANDARD","CHECK",1,37.84
7802446,19-APR-17 11:31:01,"STANDARD","CHECK",1,869.12
7802433,19-APR-17 11:31:01,"STANDARD","CHECK",1,1047.08
7802434,19-APR-17 11:31:01,"STANDARD","CHECK",1,153.21
7802435,19-APR-17 11:31:01,"STANDARD","CHECK",1,1180.82
7802566,19-APR-17 11:46:21,"STANDARD","CHECK",1,1738.6
7802567,19-APR-17 11:46:21,"STANDARD","EFT",1,50
7802568,19-APR-17 11:46:21,"STANDARD","CHECK",1,50
7802569,19-APR-17 11:46:21,"STANDARD","CHECK",1,230
7802571,19-APR-17 11:46:21,"STANDARD","CHECK",1,190
7802572,19-APR-17 11:46:21,"STANDARD","CHECK",1,50
7802553,19-APR-17 11:46:21,"STANDARD","WIRE",1,1000
7802554,19-APR-17 11:46:21,"STANDARD","EFT",1,150
7802556,19-APR-17 11:46:21,"STANDARD","CHECK",1,500
7802557,19-APR-17 11:46:21,"STANDARD","CHECK",1,160
7802558,19-APR-17 11:46:21,"STANDARD","CHECK",1,160
7802559,19-APR-17 11:46:21,"STANDARD","EFT",1,250
7802560,19-APR-17 11:46:21,"STANDARD","EFT",1,1500
7802561,19-APR-17 11:46:21,"STANDARD","EFT",1,1250
7802562,19-APR-17 11:46:21,"STANDARD","CHECK",1,2200
7802563,19-APR-17 11:46:21,"STANDARD","EFT",1,1250
7802564,19-APR-17 11:46:21,"STANDARD","EFT",1,1250
7802565,19-APR-17 11:46:21,"STANDARD","CHECK",1,337.5
7802574,19-APR-17 12:01:00,"STANDARD","EFT",1,3308
7802576,19-APR-17 12:01:41,"STANDARD","EFT",1,829.9
7802577,19-APR-17 12:01:41,"STANDARD","EFT",1,1000
7802578,19-APR-17 12:01:41,"STANDARD","EFT",1,12086
7802579,19-APR-17 12:01:41,"STANDARD","EFT",1,23605
7802580,19-APR-17 12:01:42,"STANDARD","EFT",1,3000
7802581,19-APR-17 12:01:42,"STANDARD","EFT",1,5316
7802582,19-APR-17 12:01:42,"STANDARD","EFT",1,219
7802583,19-APR-17 12:01:42,"STANDARD","EFT",1,5671
7802584,19-APR-17 12:01:43,"STANDARD","EFT",1,1500
7802585,19-APR-17 12:01:43,"STANDARD","EFT",1,5671
7802586,19-APR-17 12:01:43,"STANDARD","EFT",1,2300
7802587,19-APR-17 12:01:44,"STANDARD","EFT",1,299
7802588,19-APR-17 12:01:44,"STANDARD","EFT",1,5000
7802589,19-APR-17 12:01:44,"STANDARD","EFT",1,6500
7802590,19-APR-17 12:01:44,"STANDARD","EFT",1,192.42
7802591,19-APR-17 12:01:45,"STANDARD","EFT",1,5010
7802592,19-APR-17 12:01:45,"STANDARD","EFT",1,178.43
7802593,19-APR-17 12:01:45,"STANDARD","EFT",1,5634
7802594,19-APR-17 12:01:45,"STANDARD","EFT",1,10043
7802595,19-APR-17 12:01:46,"STANDARD","EFT",1,450
7802596,19-APR-17 12:01:46,"STANDARD","EFT",1,4000
7802597,19-APR-17 12:01:46,"STANDARD","EFT",1,2500
7802598,19-APR-17 12:01:47,"STANDARD","EFT",1,7000
7802599,19-APR-17 12:01:47,"STANDARD","EFT",1,1500
7802600,19-APR-17 12:01:47,"STANDARD","EFT",1,105
7802601,19-APR-17 12:01:47,"STANDARD","EFT",1,5735
7802602,19-APR-17 12:01:48,"STANDARD","EFT",1,1460
7802603,19-APR-17 12:01:48,"STANDARD","EFT",1,90.59
7802604,19-APR-17 12:01:48,"STANDARD","EFT",1,7000
7802605,19-APR-17 12:01:48,"STANDARD","EFT",1,1300
7802606,19-APR-17 12:01:49,"STANDARD","EFT",1,5000
7802607,19-APR-17 12:01:49,"STANDARD","EFT",1,7000
7802610,19-APR-17 12:01:50,"STANDARD","EFT",1,6600
7802608,19-APR-17 12:01:50,"STANDARD","EFT",1,2000
7802609,19-APR-17 12:01:50,"STANDARD","EFT",1,717
7802611,19-APR-17 12:01:51,"STANDARD","EFT",1,7000
7802612,19-APR-17 12:01:51,"STANDARD","EFT",1,7000
7802613,19-APR-17 12:01:51,"STANDARD","EFT",1,6640
7802614,19-APR-17 12:01:52,"STANDARD","EFT",1,7000
7802615,19-APR-17 12:01:52,"STANDARD","EFT",1,7000
7802616,19-APR-17 12:01:52,"STANDARD","EFT",1,7000
7802617,19-APR-17 12:01:53,"STANDARD","EFT",1,7000
7802618,19-APR-17 12:01:53,"STANDARD","EFT",1,7000
7802619,19-APR-17 12:01:54,"STANDARD","EFT",1,7000
7802620,19-APR-17 12:01:55,"STANDARD","EFT",1,6200
7802621,19-APR-17 12:01:55,"STANDARD","EFT",1,7000
7802622,19-APR-17 12:01:55,"STANDARD","EFT",1,7000
7802623,19-APR-17 12:01:55,"STANDARD","EFT",1,7000
7802624,19-APR-17 12:01:56,"STANDARD","EFT",1,7000
7802625,19-APR-17 12:01:56,"STANDARD","CHECK",1,1175
7802626,19-APR-17 12:01:56,"STANDARD","EFT",1,6000
7802627,19-APR-17 12:01:57,"STANDARD","EFT",1,6500
7802628,19-APR-17 12:01:57,"STANDARD","EFT",1,7000
7802629,19-APR-17 12:01:57,"STANDARD","EFT",1,7000
7802630,19-APR-17 12:01:58,"STANDARD","EFT",1,7000
7802631,19-APR-17 12:01:58,"STANDARD","EFT",1,7000
7802632,19-APR-17 12:01:58,"STANDARD","EFT",1,5600
7802633,19-APR-17 12:01:58,"STANDARD","EFT",1,7000
7802634,19-APR-17 12:01:59,"STANDARD","EFT",1,7000
7802635,19-APR-17 12:01:59,"STANDARD","EFT",1,7000
7802636,19-APR-17 12:01:59,"STANDARD","EFT",1,7000
7802637,19-APR-17 12:01:59,"STANDARD","EFT",1,7000
7802638,19-APR-17 12:02:00,"STANDARD","EFT",1,7000
7802639,19-APR-17 12:02:00,"STANDARD","EFT",1,7000
7802640,19-APR-17 12:02:00,"STANDARD","EFT",1,6500
7802641,19-APR-17 12:02:01,"STANDARD","EFT",1,4000
7802642,19-APR-17 12:02:01,"STANDARD","EFT",1,7000
7802643,19-APR-17 12:02:01,"STANDARD","EFT",1,7000
7802644,19-APR-17 12:02:02,"STANDARD","EFT",1,7000
7802645,19-APR-17 12:02:02,"STANDARD","EFT",1,3500
7802646,19-APR-17 12:02:03,"STANDARD","EFT",1,6000
7802647,19-APR-17 12:02:03,"STANDARD","EFT",1,5500
7802648,19-APR-17 12:02:03,"STANDARD","EFT",1,6270
7802649,19-APR-17 12:02:04,"STANDARD","EFT",1,7000
7802650,19-APR-17 12:02:13,"STANDARD","EFT",1,5500
7802651,19-APR-17 12:02:13,"STANDARD","EFT",1,1500
7802652,19-APR-17 12:02:14,"STANDARD","EFT",1,10000
7802653,19-APR-17 12:02:14,"STANDARD","EFT",1,5162
7802654,19-APR-17 12:02:15,"STANDARD","EFT",1,225
7802655,19-APR-17 12:02:15,"STANDARD","EFT",1,45
7802656,19-APR-17 12:02:15,"STANDARD","EFT",1,5000
7802657,19-APR-17 12:02:16,"STANDARD","EFT",1,7000
7802658,19-APR-17 12:02:16,"STANDARD","EFT",1,169
7802659,19-APR-17 12:02:16,"STANDARD","EFT",1,6500
7802660,19-APR-17 12:02:17,"STANDARD","EFT",1,4368
7802661,19-APR-17 12:02:18,"STANDARD","EFT",1,7000
7802662,19-APR-17 12:02:19,"STANDARD","EFT",1,6500
7802663,19-APR-17 12:02:20,"STANDARD","EFT",1,1500
7802664,19-APR-17 12:02:21,"STANDARD","EFT",1,6500
7802665,19-APR-17 12:02:21,"STANDARD","EFT",1,299
7802666,19-APR-17 12:02:23,"STANDARD","EFT",1,9288
7802667,19-APR-17 12:02:23,"STANDARD","EFT",1,9288
7802668,19-APR-17 12:02:24,"STANDARD","EFT",1,5000
7802669,19-APR-17 12:02:25,"STANDARD","EFT",1,9288
7802670,19-APR-17 12:02:25,"STANDARD","EFT",1,26
7802671,19-APR-17 12:02:25,"STANDARD","EFT",1,5839.88
7802672,19-APR-17 12:02:26,"STANDARD","EFT",1,6000
7802673,19-APR-17 12:02:27,"STANDARD","CHECK",1,445.32
7802675,19-APR-17 12:02:27,"STANDARD","EFT",1,7000
7802676,19-APR-17 12:02:59,"STANDARD","EFT",1,2030.87
7802677,19-APR-17 12:04:43,"STANDARD","CHECK",1,1101.59
7802869,19-APR-17 12:07:33,"STANDARD","EFT",1,17.44
7802870,19-APR-17 12:07:33,"STANDARD","EFT",1,30.55
7802871,19-APR-17 12:07:33,"STANDARD","EFT",1,17.44
7802872,19-APR-17 12:07:33,"STANDARD","EFT",1,12.91
7802873,19-APR-17 12:07:33,"STANDARD","EFT",1,28.05
7802874,19-APR-17 12:07:33,"STANDARD","EFT",1,31.44
7802875,19-APR-17 12:07:33,"STANDARD","EFT",1,12.91
7802876,19-APR-17 12:07:33,"STANDARD","EFT",1,21.93
7802877,19-APR-17 12:07:33,"STANDARD","EFT",1,92.72
7802878,19-APR-17 12:07:33,"STANDARD","EFT",1,10.12
7802879,19-APR-17 12:07:33,"STANDARD","EFT",1,72.04
7802880,19-APR-17 12:07:33,"STANDARD","EFT",1,15.66
7802881,19-APR-17 12:07:33,"STANDARD","EFT",1,12.91
7802882,19-APR-17 12:07:33,"STANDARD","EFT",1,31.44
7802883,19-APR-17 12:07:33,"STANDARD","EFT",1,28.05
7802884,19-APR-17 12:07:33,"STANDARD","EFT",1,15.56
7802885,19-APR-17 12:07:33,"STANDARD","EFT",1,202.71
7802886,19-APR-17 12:07:33,"STANDARD","EFT",1,100.04
7802888,19-APR-17 12:07:33,"STANDARD","EFT",1,10.53
7802889,19-APR-17 12:07:33,"STANDARD","EFT",1,28.05
7802891,19-APR-17 12:07:33,"STANDARD","EFT",1,37.69
7802892,19-APR-17 12:07:33,"STANDARD","EFT",1,215.81
7802893,19-APR-17 12:07:33,"STANDARD","EFT",1,10.53
7802894,19-APR-17 12:07:33,"STANDARD","EFT",1,13.68
7802895,19-APR-17 12:07:33,"STANDARD","EFT",1,35.74
7802896,19-APR-17 12:07:33,"STANDARD","EFT",1,13.68
7802897,19-APR-17 12:07:33,"STANDARD","EFT",1,122.31
7802898,19-APR-17 12:07:33,"STANDARD","EFT",1,24.58
7802899,19-APR-17 12:07:33,"STANDARD","EFT",1,12.17
7802679,19-APR-17 12:07:33,"STANDARD","EFT",1,13.48
7802680,19-APR-17 12:07:33,"STANDARD","EFT",1,13.48
7802681,19-APR-17 12:07:33,"STANDARD","EFT",1,48.33
7802682,19-APR-17 12:07:33,"STANDARD","EFT",1,13.48
7802683,19-APR-17 12:07:33,"STANDARD","EFT",1,64.56
7802684,19-APR-17 12:07:33,"STANDARD","EFT",1,139.42
7802686,19-APR-17 12:07:33,"STANDARD","EFT",1,13.48
7802687,19-APR-17 12:07:33,"STANDARD","EFT",1,13.48
7802691,19-APR-17 12:07:33,"STANDARD","EFT",1,55
7802692,19-APR-17 12:07:33,"STANDARD","EFT",1,12.91
7802694,19-APR-17 12:07:33,"STANDARD","EFT",1,33.75
7802696,19-APR-17 12:07:33,"STANDARD","EFT",1,12.25
7802699,19-APR-17 12:07:33,"STANDARD","EFT",1,41.95
7802701,19-APR-17 12:07:33,"STANDARD","EFT",1,29.07
7802703,19-APR-17 12:07:33,"STANDARD","EFT",1,89.84
7802707,19-APR-17 12:07:33,"STANDARD","EFT",1,12.17
7802709,19-APR-17 12:07:33,"STANDARD","EFT",1,12.35
7802711,19-APR-17 12:07:33,"STANDARD","EFT",1,13.69
7802714,19-APR-17 12:07:33,"STANDARD","EFT",1,15.23
7802717,19-APR-17 12:07:33,"STANDARD","EFT",1,16.27
7802718,19-APR-17 12:07:33,"STANDARD","EFT",1,36.58
7802721,19-APR-17 12:07:33,"STANDARD","EFT",1,14.77
7802724,19-APR-17 12:07:33,"STANDARD","EFT",1,12.12
7802725,19-APR-17 12:07:33,"STANDARD","EFT",1,12.12
7802726,19-APR-17 12:07:33,"STANDARD","EFT",1,14.77
7802727,19-APR-17 12:07:33,"STANDARD","EFT",1,26.98
7802730,19-APR-17 12:07:33,"STANDARD","EFT",1,16.33
7802733,19-APR-17 12:07:33,"STANDARD","EFT",1,19.15
7802736,19-APR-17 12:07:33,"STANDARD","EFT",1,17.5
7802739,19-APR-17 12:07:33,"STANDARD","EFT",1,12.12
7802740,19-APR-17 12:07:33,"STANDARD","EFT",1,65.22
7802743,19-APR-17 12:07:33,"STANDARD","EFT",1,57.01
7802745,19-APR-17 12:07:33,"STANDARD","EFT",1,25.36
7802750,19-APR-17 12:07:33,"STANDARD","EFT",1,148.39
7802753,19-APR-17 12:07:33,"STANDARD","EFT",1,107.12
7802755,19-APR-17 12:07:33,"STANDARD","EFT",1,13.89
7802769,19-APR-17 12:07:33,"STANDARD","EFT",1,59.31
7802772,19-APR-17 12:07:33,"STANDARD","EFT",1,12.12
7802774,19-APR-17 12:07:33,"STANDARD","EFT",1,50.13
7802780,19-APR-17 12:07:33,"STANDARD","EFT",1,12.12
7802782,19-APR-17 12:07:33,"STANDARD","EFT",1,15
7802784,19-APR-17 12:07:33,"STANDARD","EFT",1,10.81
7802787,19-APR-17 12:07:33,"STANDARD","EFT",1,11.18
7802789,19-APR-17 12:07:33,"STANDARD","EFT",1,11.59
7802793,19-APR-17 12:07:33,"STANDARD","EFT",1,11.59
7802798,19-APR-17 12:07:33,"STANDARD","EFT",1,10.58
7802800,19-APR-17 12:07:33,"STANDARD","EFT",1,12.62
7802804,19-APR-17 12:07:33,"STANDARD","EFT",1,10.2
7802806,19-APR-17 12:07:33,"STANDARD","EFT",1,28.49
7802807,19-APR-17 12:07:33,"STANDARD","EFT",1,27.29
7802810,19-APR-17 12:07:33,"STANDARD","EFT",1,79.38
7802812,19-APR-17 12:07:33,"STANDARD","EFT",1,11.59
7802814,19-APR-17 12:07:33,"STANDARD","EFT",1,11.59
7802818,19-APR-17 12:07:33,"STANDARD","EFT",1,11.59
7802820,19-APR-17 12:07:33,"STANDARD","EFT",1,14.09
7802678,19-APR-17 12:07:33,"STANDARD","EFT",1,561.62
7802685,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,98.98
7802688,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,306.38
7802690,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,1438.69
7802693,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,162.76
7802695,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,57.7
7802697,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,172.39
7802700,19-APR-17 12:07:33,"STANDARD","EFT",1,318.28
7802704,19-APR-17 12:07:33,"STANDARD","EFT",1,119
7802706,19-APR-17 12:07:33,"STANDARD","EFT",1,75.21
7802710,19-APR-17 12:07:33,"STANDARD","EFT",1,301.89
7802713,19-APR-17 12:07:33,"STANDARD","EFT",1,553.9
7802716,19-APR-17 12:07:33,"STANDARD","EFT",1,348.83
7802720,19-APR-17 12:07:33,"STANDARD","EFT",1,263.91
7802723,19-APR-17 12:07:33,"STANDARD","EFT",1,127.71
7802729,19-APR-17 12:07:33,"STANDARD","EFT",1,263.91
7802705,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,1085.64
7802708,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,1526
7802712,19-APR-17 12:07:33,"STANDARD","CHECK",1,93.4
7802715,19-APR-17 12:07:33,"STANDARD","CHECK",1,242.51
7802719,19-APR-17 12:07:33,"STANDARD","CHECK",1,88.17
7802722,19-APR-17 12:07:33,"STANDARD","CHECK",1,493.55
7802728,19-APR-17 12:07:33,"STANDARD","CHECK",1,89.04
7802731,19-APR-17 12:07:33,"STANDARD","CHECK",1,784.8
7802732,19-APR-17 12:07:33,"STANDARD","EFT",1,403.81
7802734,19-APR-17 12:07:33,"STANDARD","CHECK",1,272.16
7802735,19-APR-17 12:07:33,"STANDARD","EFT",1,529.8
7802737,19-APR-17 12:07:33,"STANDARD","EFT",1,263.91
7802738,19-APR-17 12:07:33,"STANDARD","CHECK",1,224.2
7802741,19-APR-17 12:07:33,"STANDARD","CHECK",1,89.91
7802742,19-APR-17 12:07:33,"STANDARD","EFT",1,3819.59
7802744,19-APR-17 12:07:33,"STANDARD","CHECK",1,223.33
7802746,19-APR-17 12:07:33,"STANDARD","EFT",1,30484.63
7802747,19-APR-17 12:07:33,"STANDARD","CHECK",1,697.6
7802749,19-APR-17 12:07:33,"STANDARD","CHECK",1,202.4
7802751,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,88.83
7802752,19-APR-17 12:07:33,"STANDARD","CHECK",1,114.33
7802754,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,214.66
7802756,19-APR-17 12:07:33,"STANDARD","CHECK",1,247.74
7802757,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,495.3
7802758,19-APR-17 12:07:33,"STANDARD","CHECK",1,863.28
7802759,19-APR-17 12:07:33,"STANDARD","CHECK",1,168.39
7802760,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,335.22
7802761,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,844.76
7802762,19-APR-17 12:07:33,"STANDARD","EFT",1,210.37
7802763,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,81.78
7802764,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,653.46
7802765,19-APR-17 12:07:33,"STANDARD","EFT",1,103.57
7802766,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,585.55
7802767,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,142.72
7802768,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,79.48
7802770,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,231.63
7802771,19-APR-17 12:07:33,"STANDARD","EFT",1,107.08
7802773,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,1187.44
7802775,19-APR-17 12:07:33,"STANDARD","EFT",1,69.67
7802776,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,152.67
7802778,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,287.22
7802779,19-APR-17 12:07:33,"STANDARD","EFT",1,107.08
7802781,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,407.05
7802783,19-APR-17 12:07:33,"STANDARD","EFT",1,800.36
7802785,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,187.32
7802786,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,252.47
7802788,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,138.74
7802790,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,1468.78
7802791,19-APR-17 12:07:33,"STANDARD","EFT",1,92.72
7802794,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,206.58
7802796,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,61.63
7802799,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,389.91
7802801,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,286.8
7802802,19-APR-17 12:07:33,"STANDARD","EFT",1,122.31
7802803,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,148.79
7802805,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,183.25
7802808,19-APR-17 12:07:33,"STANDARD","EFT",1,122.31
7802809,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,922.58
7802813,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,90.51
7802816,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,369.52
7802817,19-APR-17 12:07:33,"STANDARD","EFT",1,130.54
7802819,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,323.41
7802821,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,868.82
7802822,19-APR-17 12:07:33,"STANDARD","EFT",1,174.53
7802823,19-APR-17 12:07:33,"STANDARD","EFT",1,10.53
7802824,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,119.24
7802825,19-APR-17 12:07:33,"STANDARD","EFT",1,256.17
7802826,19-APR-17 12:07:33,"STANDARD","EFT",1,16.48
7802827,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,291.31
7802828,19-APR-17 12:07:33,"STANDARD","EFT",1,16.62
7802829,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,140.07
7802830,19-APR-17 12:07:33,"STANDARD","EFT",1,122.31
7802831,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,353.17
7802832,19-APR-17 12:07:33,"STANDARD","EFT",1,41.87
7802833,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,396.02
7802834,19-APR-17 12:07:33,"STANDARD","EFT",1,23.23
7802835,19-APR-17 12:07:33,"STANDARD","EFT",1,174.53
7802836,19-APR-17 12:07:33,"STANDARD","EFT",1,26.66
7802837,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,154.23
7802838,19-APR-17 12:07:33,"STANDARD","EFT",1,122.31
7802839,19-APR-17 12:07:33,"STANDARD","EFT",1,20.36
7802840,19-APR-17 12:07:33,"STANDARD","EFT",1,92.72
7802842,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,409.1
7802843,19-APR-17 12:07:33,"STANDARD","EFT",1,12.35
7802844,19-APR-17 12:07:33,"STANDARD","EFT",1,31.44
7802845,19-APR-17 12:07:33,"STANDARD","EFT",1,57.99
7802846,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,36.59
7802847,19-APR-17 12:07:33,"STANDARD","EFT",1,431.51
7802848,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,135.81
7802849,19-APR-17 12:07:33,"STANDARD","EFT",1,12.91
7802850,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,65.62
7802851,19-APR-17 12:07:33,"STANDARD","EFT",1,92.72
7802852,19-APR-17 12:07:33,"STANDARD","EFT",1,214.94
7802853,19-APR-17 12:07:33,"STANDARD","XXDL_SUA_PYMT",1,175.41
7802854,19-APR-17 12:07:33,"STANDARD","EFT",1,147.58
7802856,19-APR-17 12:07:33,"STANDARD","EFT",1,17.77
7802857,19-APR-17 12:07:33,"STANDARD","EFT",1,47.04
7802858,19-APR-17 12:07:33,"STANDARD","EFT",1,120.74
7802859,19-APR-17 12:07:33,"STANDARD","EFT",1,16.48
7802860,19-APR-17 12:07:33,"STANDARD","EFT",1,120.74
7802861,19-APR-17 12:07:33,"STANDARD","EFT",1,532.42
7802862,19-APR-17 12:07:33,"STANDARD","EFT",1,51.18
7802863,19-APR-17 12:07:33,"STANDARD","EFT",1,66.61
7802864,19-APR-17 12:07:33,"STANDARD","EFT",1,117.97
7802866,19-APR-17 12:07:33,"STANDARD","EFT",1,120.74
7802867,19-APR-17 12:07:33,"STANDARD","EFT",1,122.31
7803078,19-APR-17 12:07:33,"STANDARD","EFT",1,2538.38
7803079,19-APR-17 12:07:33,"STANDARD","EFT",1,48.28
7803080,19-APR-17 12:07:33,"STANDARD","EFT",1,20.52
7803081,19-APR-17 12:07:33,"STANDARD","EFT",1,37.22
7803082,19-APR-17 12:07:33,"STANDARD","EFT",1,80.35
7803083,19-APR-17 12:07:33,"STANDARD","EFT",1,302.32
7803084,19-APR-17 12:07:33,"STANDARD","EFT",1,143.61
7803085,19-APR-17 12:07:33,"STANDARD","EFT",1,656.86
7803086,19-APR-17 12:07:33,"STANDARD","EFT",1,82.07
7803087,19-APR-17 12:07:33,"STANDARD","EFT",1,188.72
7803088,19-APR-17 12:07:33,"STANDARD","EFT",1,608.97
7803089,19-APR-17 12:07:33,"STANDARD","EFT",1,224.31
7803090,19-APR-17 12:07:33,"STANDARD","EFT",1,91.74
7803091,19-APR-17 12:07:33,"STANDARD","EFT",1,25.04
